Categoria,Nome,Istruzione rapida,Spiegazione completa,Parole chiave,Link immagine,Fonte normativa
Veicoli,Rimorchio T.A.T.S.,Rimorchio per attrezzature turistiche e sportive non commerciali.,È destinato a trasportare attrezzature come imbarcazioni o materiale sportivo per il tempo libero.,TATS; rimorchio; attrezzature turistiche; attrezzature sportive; barca,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22200%22%20y%3D%22120%22%20width%3D%22300%22%20height%3D%22120%22%20rx%3D%2212%22%20fill%3D%22%2306b6d4%22%2F%3E%3Cpath%20d%3D%22M110%20235h90%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2212%22%2F%3E%3Cpath%20d%3D%22M110%20235l-45%2025%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2210%22%2F%3E%3Ccircle%20cx%3D%22280%22%20cy%3D%22255%22%20r%3D%2228%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22430%22%20cy%3D%22255%22%20r%3D%2228%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3ERimorchio%20T.A.T.S.%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art56!vig=
Veicoli,Carrello appendice,È parte integrante del veicolo a cui è abbinato.,"Non è considerato un rimorchio autonomo: è abbinato in sede di collaudo, non ha targa propria e non può essere agganciato liberamente ad altri veicoli.",carrello appendice; non rimorchio; parte integrante; senza targa propria; collaudo,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22200%22%20y%3D%22120%22%20width%3D%22300%22%20height%3D%22120%22%20rx%3D%2212%22%20fill%3D%22%23f59e0b%22%2F%3E%3Cpath%20d%3D%22M110%20235h90%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2212%22%2F%3E%3Cpath%20d%3D%22M110%20235l-45%2025%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2210%22%2F%3E%3Ccircle%20cx%3D%22280%22%20cy%3D%22255%22%20r%3D%2228%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22430%22%20cy%3D%22255%22%20r%3D%2228%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3ECarrello%20appendice%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art56!vig=
Veicoli,Macchina agricola,Macchina a ruote o cingoli destinata ad attività agricole e forestali.,"Può essere semovente o trainata. Se immatricolata, può circolare su strada per trasferimenti e per il trasporto collegato all'attività agricola.",macchina agricola; trattore; agricoltura; cingoli; semovente; trainata,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22260%22%20y%3D%22145%22%20width%3D%22190%22%20height%3D%2280%22%20rx%3D%2212%22%20fill%3D%22%2316a34a%22%2F%3E%3Crect%20x%3D%22330%22%20y%3D%2290%22%20width%3D%2290%22%20height%3D%2270%22%20rx%3D%228%22%20fill%3D%22%23bfdbfe%22%2F%3E%3Crect%20x%3D%22160%22%20y%3D%22175%22%20width%3D%22110%22%20height%3D%2245%22%20rx%3D%228%22%20fill%3D%22%2316a34a%22%2F%3E%3Ccircle%20cx%3D%22220%22%20cy%3D%22235%22%20r%3D%2244%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22410%22%20cy%3D%22235%22%20r%3D%2262%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22220%22%20cy%3D%22235%22%20r%3D%2220%22%20fill%3D%22%2394a3b8%22%2F%3E%3Ccircle%20cx%3D%22410%22%20cy%3D%22235%22%20r%3D%2228%22%20fill%3D%22%2394a3b8%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EMacchina%20agricola%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art57!vig=
Veicoli,Macchina operatrice,Macchina semovente o trainata con attrezzature per lavori stradali o cantieri.,"Comprende escavatori, pale, veicoli sgombraneve, carrelli e altre macchine speciali. Non è progettata come normale veicolo da trasporto.",macchina operatrice; escavatore; pala; sgombraneve; carrello elevatore; cantiere,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22215%22%20y%3D%22150%22%20width%3D%22170%22%20height%3D%2285%22%20rx%3D%2210%22%20fill%3D%22%23eab308%22%2F%3E%3Crect%20x%3D%22260%22%20y%3D%2290%22%20width%3D%2280%22%20height%3D%2275%22%20rx%3D%228%22%20fill%3D%22%23bfdbfe%22%2F%3E%3Cpath%20d%3D%22M430%2075v170M430%20220h120%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2216%22%2F%3E%3Ccircle%20cx%3D%22250%22%20cy%3D%22250%22%20r%3D%2230%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22370%22%20cy%3D%22250%22%20r%3D%2230%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EMacchina%20operatrice%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art58!vig=
Patente,Patente AM,Dai 14 anni: ciclomotori e quadricicli leggeri.,Abilita alla guida dei ciclomotori a due o tre ruote e dei quadricicli leggeri. È la prima categoria ottenibile per età.,AM; 14 anni; ciclomotore; quadriciclo leggero; motorino,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%2295%22%20y%3D%2265%22%20width%3D%22450%22%20height%3D%22190%22%20rx%3D%2222%22%20fill%3D%22%23e0f2fe%22%20stroke%3D%22%232563eb%22%20stroke-width%3D%2210%22%2F%3E%0A%3Ctext%20x%3D%22155%22%20y%3D%22150%22%20font-family%3D%22Arial%22%20font-size%3D%2272%22%20font-weight%3D%22800%22%20fill%3D%22%232563eb%22%3EAM%3C%2Ftext%3E%0A%3Ctext%20x%3D%22330%22%20y%3D%22125%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%22%20font-size%3D%2226%22%20font-weight%3D%22700%22%20fill%3D%22%23111827%22%3E14%20anni%3C%2Ftext%3E%0A%3Cpath%20d%3D%22M315%20165l55-35h110l45%2035v45H300v-45z%22%20fill%3D%22%2364748b%22%2F%3E%3Ccircle%20cx%3D%22355%22%20cy%3D%22220%22%20r%3D%2222%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22470%22%20cy%3D%22220%22%20r%3D%2222%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EPatente%20AM%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.ilportaledellautomobilista.it/web/portale-automobilista/la-patente-di-guida
Patente,Patente A1,Dai 16 anni: motocicli fino a 125 cm³ e 11 kW.,"Abilita a motocicli con cilindrata massima 125 cm³, potenza non superiore a 11 kW e rapporto potenza/peso non superiore a 0,1 kW/kg; comprende anche tricicli entro 15 kW.",A1; 16 anni; 125 cm3; 11 kW; motociclo; triciclo 15 kW,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%2295%22%20y%3D%2265%22%20width%3D%22450%22%20height%3D%22190%22%20rx%3D%2222%22%20fill%3D%22%23e0f2fe%22%20stroke%3D%22%232563eb%22%20stroke-width%3D%2210%22%2F%3E%0A%3Ctext%20x%3D%22155%22%20y%3D%22150%22%20font-family%3D%22Arial%22%20font-size%3D%2272%22%20font-weight%3D%22800%22%20fill%3D%22%232563eb%22%3EA1%3C%2Ftext%3E%0A%3Ctext%20x%3D%22330%22%20y%3D%22125%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%22%20font-size%3D%2226%22%20font-weight%3D%22700%22%20fill%3D%22%23111827%22%3E16%20anni%3C%2Ftext%3E%0A%3Cpath%20d%3D%22M315%20165l55-35h110l45%2035v45H300v-45z%22%20fill%3D%22%2364748b%22%2F%3E%3Ccircle%20cx%3D%22355%22%20cy%3D%22220%22%20r%3D%2222%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22470%22%20cy%3D%22220%22%20r%3D%2222%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EPatente%20A1%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.mit.gov.it/conseguimento-patente-a1
Patente,Patente A2,Dai 18 anni: motocicli fino a 35 kW.,"Abilita a motocicli con potenza massima 35 kW e rapporto potenza/peso massimo 0,2 kW/kg, non derivati da una versione che sviluppa più del doppio della potenza.","A2; 18 anni; 35 kW; 0,2 kW/kg; motociclo","data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%2295%22%20y%3D%2265%22%20width%3D%22450%22%20height%3D%22190%22%20rx%3D%2222%22%20fill%3D%22%23e0f2fe%22%20stroke%3D%22%232563eb%22%20stroke-width%3D%2210%22%2F%3E%0A%3Ctext%20x%3D%22155%22%20y%3D%22150%22%20font-family%3D%22Arial%22%20font-size%3D%2272%22%20font-weight%3D%22800%22%20fill%3D%22%232563eb%22%3EA2%3C%2Ftext%3E%0A%3Ctext%20x%3D%22330%22%20y%3D%22125%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%22%20font-size%3D%2226%22%20font-weight%3D%22700%22%20fill%3D%22%23111827%22%3E18%20anni%3C%2Ftext%3E%0A%3Cpath%20d%3D%22M315%20165l55-35h110l45%2035v45H300v-45z%22%20fill%3D%22%2364748b%22%2F%3E%3Ccircle%20cx%3D%22355%22%20cy%3D%22220%22%20r%3D%2222%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22470%22%20cy%3D%22220%22%20r%3D%2222%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EPatente%20A2%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.ilportaledellautomobilista.it/web/portale-automobilista/la-patente-di-guida
Patente,Patente A,Tutti i motocicli: 24 anni diretta oppure 20 con A2 da almeno due anni.,È la categoria senza limiti ordinari di potenza per i motocicli. L'accesso può essere diretto a 24 anni o progressivo a 20 anni con A2 posseduta da almeno due anni.,A; 24 anni; 20 anni; A2 due anni; motocicli; senza limiti,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%2295%22%20y%3D%2265%22%20width%3D%22450%22%20height%3D%22190%22%20rx%3D%2222%22%20fill%3D%22%23e0f2fe%22%20stroke%3D%22%232563eb%22%20stroke-width%3D%2210%22%2F%3E%0A%3Ctext%20x%3D%22155%22%20y%3D%22150%22%20font-family%3D%22Arial%22%20font-size%3D%2272%22%20font-weight%3D%22800%22%20fill%3D%22%232563eb%22%3EA%3C%2Ftext%3E%0A%3Ctext%20x%3D%22330%22%20y%3D%22125%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%22%20font-size%3D%2226%22%20font-weight%3D%22700%22%20fill%3D%22%23111827%22%3Emoto%3C%2Ftext%3E%0A%3Cpath%20d%3D%22M315%20165l55-35h110l45%2035v45H300v-45z%22%20fill%3D%22%2364748b%22%2F%3E%3Ccircle%20cx%3D%22355%22%20cy%3D%22220%22%20r%3D%2222%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22470%22%20cy%3D%22220%22%20r%3D%2222%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EPatente%20A%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.ilportaledellautomobilista.it/web/portale-automobilista/la-patente-di-guida
Patente,Patente B1,Dai 16 anni: quadricicli non leggeri fino a 15 kW.,Abilita ai quadricicli non leggeri entro i limiti di massa e potenza previsti. Non abilita automaticamente alla guida delle autovetture.,B1; 16 anni; quadriciclo; 15 kW; minicar,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%2295%22%20y%3D%2265%22%20width%3D%22450%22%20height%3D%22190%22%20rx%3D%2222%22%20fill%3D%22%23e0f2fe%22%20stroke%3D%22%232563eb%22%20stroke-width%3D%2210%22%2F%3E%0A%3Ctext%20x%3D%22155%22%20y%3D%22150%22%20font-family%3D%22Arial%22%20font-size%3D%2272%22%20font-weight%3D%22800%22%20fill%3D%22%232563eb%22%3EB1%3C%2Ftext%3E%0A%3Ctext%20x%3D%22330%22%20y%3D%22125%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%22%20font-size%3D%2226%22%20font-weight%3D%22700%22%20fill%3D%22%23111827%22%3E16%20anni%3C%2Ftext%3E%0A%3Cpath%20d%3D%22M315%20165l55-35h110l45%2035v45H300v-45z%22%20fill%3D%22%2364748b%22%2F%3E%3Ccircle%20cx%3D%22355%22%20cy%3D%22220%22%20r%3D%2222%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22470%22%20cy%3D%22220%22%20r%3D%2222%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EPatente%20B1%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://mit.gov.it/conseguimento-patente-b1
Patente,Patente B,Dai 18 anni: autoveicoli fino a 3.500 kg e massimo otto passeggeri oltre al conducente.,È la patente tipica per autovetture. Consente anche alcuni complessi con rimorchio entro i limiti previsti e abilita in Italia a ulteriori veicoli indicati dalla legge.,B; 18 anni; 3500 kg; autovettura; 8 passeggeri; rimorchio,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%2295%22%20y%3D%2265%22%20width%3D%22450%22%20height%3D%22190%22%20rx%3D%2222%22%20fill%3D%22%23e0f2fe%22%20stroke%3D%22%232563eb%22%20stroke-width%3D%2210%22%2F%3E%0A%3Ctext%20x%3D%22155%22%20y%3D%22150%22%20font-family%3D%22Arial%22%20font-size%3D%2272%22%20font-weight%3D%22800%22%20fill%3D%22%232563eb%22%3EB%3C%2Ftext%3E%0A%3Ctext%20x%3D%22330%22%20y%3D%22125%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%22%20font-size%3D%2226%22%20font-weight%3D%22700%22%20fill%3D%22%23111827%22%3Eauto%3C%2Ftext%3E%0A%3Cpath%20d%3D%22M315%20165l55-35h110l45%2035v45H300v-45z%22%20fill%3D%22%2364748b%22%2F%3E%3Ccircle%20cx%3D%22355%22%20cy%3D%22220%22%20r%3D%2222%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22470%22%20cy%3D%22220%22%20r%3D%2222%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EPatente%20B%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.ilportaledellautomobilista.it/web/portale-automobilista/la-patente-di-guida
Patente,Codice 96,Estensione della B per complessi fino a 4.250 kg.,"Si usa quando il veicolo trainante rientra nella categoria B ma il complesso supera 3.500 kg senza oltrepassare 4.250 kg, secondo le condizioni previste.",B96; codice 96; 4250 kg; rimorchio; complesso,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%2295%22%20y%3D%2265%22%20width%3D%22450%22%20height%3D%22190%22%20rx%3D%2222%22%20fill%3D%22%23e0f2fe%22%20stroke%3D%22%232563eb%22%20stroke-width%3D%2210%22%2F%3E%0A%3Ctext%20x%3D%22155%22%20y%3D%22150%22%20font-family%3D%22Arial%22%20font-size%3D%2272%22%20font-weight%3D%22800%22%20fill%3D%22%232563eb%22%3EB96%3C%2Ftext%3E%0A%3Ctext%20x%3D%22330%22%20y%3D%22125%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%22%20font-size%3D%2226%22%20font-weight%3D%22700%22%20fill%3D%22%23111827%22%3E4.250%20kg%3C%2Ftext%3E%0A%3Cpath%20d%3D%22M315%20165l55-35h110l45%2035v45H300v-45z%22%20fill%3D%22%2364748b%22%2F%3E%3Ccircle%20cx%3D%22355%22%20cy%3D%22220%22%20r%3D%2222%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22470%22%20cy%3D%22220%22%20r%3D%2222%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3ECodice%2096%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.ilportaledellautomobilista.it/web/portale-automobilista/la-patente-di-guida
Patente,Patente BE,Per complessi con motrice di categoria B e rimorchio fino a 3.500 kg.,"Serve quando il rimorchio supera i limiti gestibili con la sola B o con il codice 96, restando nei limiti della categoria BE.",BE; rimorchio; 3500 kg; complesso; motrice B,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%2295%22%20y%3D%2265%22%20width%3D%22450%22%20height%3D%22190%22%20rx%3D%2222%22%20fill%3D%22%23e0f2fe%22%20stroke%3D%22%232563eb%22%20stroke-width%3D%2210%22%2F%3E%0A%3Ctext%20x%3D%22155%22%20y%3D%22150%22%20font-family%3D%22Arial%22%20font-size%3D%2272%22%20font-weight%3D%22800%22%20fill%3D%22%232563eb%22%3EBE%3C%2Ftext%3E%0A%3Ctext%20x%3D%22330%22%20y%3D%22125%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%22%20font-size%3D%2226%22%20font-weight%3D%22700%22%20fill%3D%22%23111827%22%3Erimorchio%3C%2Ftext%3E%0A%3Cpath%20d%3D%22M315%20165l55-35h110l45%2035v45H300v-45z%22%20fill%3D%22%2364748b%22%2F%3E%3Ccircle%20cx%3D%22355%22%20cy%3D%22220%22%20r%3D%2222%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22470%22%20cy%3D%22220%22%20r%3D%2222%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EPatente%20BE%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.ilportaledellautomobilista.it/web/portale-automobilista/la-patente-di-guida
